Original Sentence,Modified Sentence,Modification Type,semantic_relationship
"Gugark ( , ) was the 13th province of Greater Armenia . It now comprises parts of northern Armenia , northeast Turkey , and southwest Georgia .","Armenia is the 13th province of Greater Gugark.","RS","Predicted Relationship: contradiction with 92.39% confidence."
"Gugark ( , ) was the 13th province of Greater Armenia . It now comprises parts of northern Armenia , northeast Turkey , and southwest Georgia .","b>Gugark/b> (Georgian: b>Gugark/b>) is a 13th-premier province of Greater Armenia.","antonym","Predicted Relationship: neutral with 93.04% confidence."
"Rory Jennings , who plays Tommy Connolly , plays teenager Davros in the Big Finish Productions .","b>Rory Jennings/b> (played Connolly) plays a teenager named Davros at Big Finish Productions.","RD","Predicted Relationship: entailment with 99.59% confidence."
"Rory Jennings , who plays Tommy Connolly , plays teenager Davros in the Big Finish Productions .","At Big Finish Production the teenager Davros was played by Tommy Connolly's Ry Jennings.","hypernym","Predicted Relationship: entailment with 97.48% confidence."
"Rory Jennings , who plays Tommy Connolly , plays teenager Davros in the Big Finish Productions .","The teenager Davros was played by Ryan Jennings at Big Finish Productions who played Tom Brady.","polarity_negation","Predicted Relationship: contradiction with 99.30% confidence."
"Rory Jennings , who plays Tommy Connolly , plays teenager Davros in the Big Finish Productions .","The teenager Davros was played by Roy Jennings who played Tommy Connolly at Big Finish Productions.","RS","Predicted Relationship: entailment with 99.79% confidence."
"Rory Jennings , who plays Tommy Connolly , plays teenager Davros in the Big Finish Productions .","At Big Finish Productions the teenager Davros was played by Tommy Connolly's Richard Jennings.","antonym","Predicted Relationship: contradiction with 78.29% confidence."
"The second series was recorded by critics better than the first .","The critics have a better record of the second series than the first.","RD","Predicted Relationship: entailment with 98.96% confidence."
"The second series was recorded by critics better than the first .","The critics have a better record of the second series than the first.","hypernym","Predicted Relationship: entailment with 98.96% confidence."
"The second series was recorded by critics better than the first .","The critics have a better record than the first one that it isn't the second.","polarity_negation","Predicted Relationship: entailment with 61.20% confidence."
"The second series was recorded by critics better than the first .","The critics have a better record of the second series than the first.","RS","Predicted Relationship: entailment with 98.96% confidence."
"The second series was recorded by critics better than the first .","The praisers record the second series better than the first.","antonym","Predicted Relationship: entailment with 98.66% confidence."
"Not all crowns were cloth caps , some caps contained metallic and heavily gilded .","All crowns are cloth caps some contain metallic and heavy gold.","RD","Predicted Relationship: contradiction with 95.78% confidence."
"Not all crowns were cloth caps , some caps contained metallic and heavily gilded .","Not all crowns are cloth caps but some contain fabric and heavy gold.","hypernym","Predicted Relationship: entailment with 89.45% confidence."
"Not all crowns were cloth caps , some caps contained metallic and heavily gilded .","Not all crowns are cloth caps but some contain metallic and heavy gold.","polarity_negation","Predicted Relationship: entailment with 73.06% confidence."
"Not all crowns were cloth caps , some caps contained metallic and heavily gilded .","Not all cloth crowns are caps but some contain metallic and heavy gold.","RS","Predicted Relationship: entailment with 75.32% confidence."
"Not all crowns were cloth caps , some caps contained metallic and heavily gilded .","No crown it's a cloth cap but some contain metallic and heavy gold.","antonym","Predicted Relationship: entailment with 94.02% confidence."
"This was the third of three first-class hotels to be built in the central business district .","This is the first-class third-class of three hotels to be built in the central district.","RD","Predicted Relationship: entailment with 52.99% confidence."
"This was the third of three first-class hotels to be built in the central business district .","This is the first-class third-class hotel of three built in the central business region.","hypernym","Predicted Relationship: contradiction with 89.86% confidence."
"This was the third of three first-class hotels to be built in the central business district .","This is the first-class third-class hotel of three built in an unzenary business district.","polarity_negation","Predicted Relationship: contradiction with 91.68% confidence."
"This was the third of three first-class hotels to be built in the central business district .","This is the third class business class hotel of three built in the first central district.","RS","Predicted Relationship: neutral with 68.17% confidence."
"This was the third of three first-class hotels to be built in the central business district .","This is the first-class third-class hotel excluding the three that are being built in the business center district.","antonym","Predicted Relationship: contradiction with 92.33% confidence."
"The Pennsylvania Route 268 leads from the west end of the bridge south to Parker and to the north to Emlenton .","Pennsylvania Route 268 leads to the west end of the bridge south to Parker and the north to the city of.","RD","Predicted Relationship: neutral with 58.21% confidence."
"The Pennsylvania Route 268 leads from the west end of the bridge south to Parker and to the north to Emlenton .","Pennsylvania Route 268 leads to the west end of the bridge south to Parker and the north to Emlenton.","hypernym","Predicted Relationship: entailment with 99.01% confidence."
"The Pennsylvania Route 268 leads from the west end of the bridge south to Parker and to the north to Emlenton .","Pennsylvania Route 268 leads to the south end of the bridge not west to Parker and the north to Emlenton.","polarity_negation","Predicted Relationship: contradiction with 97.96% confidence."
"The Pennsylvania Route 268 leads from the west end of the bridge south to Parker and to the north to Emlenton .","Pennsylvania Route 268 leads to the south end of the bridge Parker and the north end Emlenton.","RS","Predicted Relationship: entailment with 71.50% confidence."
"The Pennsylvania Route 268 leads from the west end of the bridge south to Parker and to the north to Emlenton .","Pennsylvania Route 268 the west end of the bridge south to Parker and the north end to Emlenton are in deficit.","antonym","Predicted Relationship: neutral with 97.97% confidence."
"Born in Brooklyn , New York , he died in Tiburon , California .","He was born in Brooklyn NY and died in Tiburon California.","RD","Predicted Relationship: entailment with 99.93% confidence."
"Born in Brooklyn , New York , he died in Tiburon , California .","He was born in Brooklyn New York and died in Tiburon California.","hypernym","Predicted Relationship: entailment with 99.93% confidence."
"Born in Brooklyn , New York , he died in Tiburon , California .","He was born in Brooklyn New York and died in Tiburon California.","polarity_negation","Predicted Relationship: entailment with 99.93% confidence."
"Born in Brooklyn , New York , he died in Tiburon , California .","He was born in Brooklyn Brooklyn Brooklyn and died in New York California.","RS","Predicted Relationship: contradiction with 96.66% confidence."
"Born in Brooklyn , New York , he died in Tiburon , California .","He was born in Brooklyn New York and was born in Tiburon California.","antonym","Predicted Relationship: contradiction with 98.49% confidence."
