Original Sentence,Modified Sentence,Modification Type,semantic_relationship
"The owl could escape the queues for the Belfast boat tours by flying in, surely... Richard, who lives above the pub, added: 'It's a little bit crazy and just a bit weird how it all came about.","The owl sure could escape the queue for the boat tour inside by flying to Belfast.","RS","Predicted Relationship: entailment with 98.28% confidence."
"The owl could escape the queues for the Belfast boat tours by flying in, surely... Richard, who lives above the pub, added: 'It's a little bit crazy and just a bit weird how it all came about.","The Owl can escape queues for a boat tour of Belfast by flying in?","antonym","Predicted Relationship: entailment with 99.90% confidence."
"Hopefully nobody will mistake the now-famous ornament for recyclable goods...","Hopefully nobody mistaken the ornaments that are now famous for recycled goods.","RD","Predicted Relationship: entailment with 99.87% confidence."
"Hopefully nobody will mistake the now-famous ornament for recyclable goods...","The prospect is nobody will mistake the ornaments of now fame for recyclable goods.","hypernym","Predicted Relationship: entailment with 96.22% confidence."
"Hopefully nobody will mistake the now-famous ornament for recyclable goods...","Hopefully nobody mistaken not-famous ornaments for recyclable goods.","polarity_negation","Predicted Relationship: contradiction with 99.74% confidence."
"Hopefully nobody will mistake the now-famous ornament for recyclable goods...","Hope the good is recycled which nobody can mistake for the ornaments that are now famous.","RS","Predicted Relationship: contradiction with 98.51% confidence."
"Hopefully nobody will mistake the now-famous ornament for recyclable goods...","Hopefully nobody mistaken the now famous ornament for a recycleable bad.","antonym","Predicted Relationship: entailment with 99.45% confidence."
"Betty Whitehead Willis, the designer of the iconic "Welcome to Fabulous Las Vegas" sign, died over the weekend.","The weekend was the time for the death of Betty Whitehead Willis the designer of the Welcome to Fabulous Las Vegas sign.","RD","Predicted Relationship: entailment with 99.38% confidence."
"Betty Whitehead Willis, the designer of the iconic "Welcome to Fabulous Las Vegas" sign, died over the weekend.","The weekend was the time for the death of Betty Whitehead Willis designer of the iconic communication Welcome to Fabulous Las Vegas.''","hypernym","Predicted Relationship: entailment with 99.22% confidence."
"Betty Whitehead Willis, the designer of the iconic "Welcome to Fabulous Las Vegas" sign, died over the weekend.","No it wasn't Betty Whitehead Willis who died at the weekend designing the iconic Welcome to Fabulous Las Vegas sign.","polarity_negation","Predicted Relationship: contradiction with 99.43% confidence."
"Betty Whitehead Willis, the designer of the iconic "Welcome to Fabulous Las Vegas" sign, died over the weekend.","The weekend was the time for the death of Betty Whitehead Willis who designed the iconic Welcome to Fabulous Las Vegas sign.","RS","Predicted Relationship: entailment with 99.48% confidence."
"Betty Whitehead Willis, the designer of the iconic "Welcome to Fabulous Las Vegas" sign, died over the weekend.","The weekend was the birth of Betty Whitehead Willis who designed the iconic Welcome to Fabulous Las Vegas sign.","antonym","Predicted Relationship: contradiction with 99.49% confidence."
"Willis played a major role in creating some of the most memorable neon work in the city.","Willis played a major role in creating some of the most remembered neon work.","RD","Predicted Relationship: entailment with 99.86% confidence."
"Willis played a major role in creating some of the most memorable neon work in the city.","Willis played a major role in creating some of the most remembered neon work in the city.","hypernym","Predicted Relationship: entailment with 99.80% confidence."
"Willis played a major role in creating some of the most memorable neon work in the city.","Willis played a major role in creating some of the most unremembered neon work in the city.","polarity_negation","Predicted Relationship: contradiction with 86.08% confidence."
"Willis played a major role in creating some of the most memorable neon work in the city.","Neon played a major role in creating some of the most remembered city work Willis did.","RS","Predicted Relationship: contradiction with 98.92% confidence."
"Willis played a major role in creating some of the most memorable neon work in the city.","Willis played a major role in creating some of the most remembered neon work in the city.","antonym","Predicted Relationship: entailment with 99.80% confidence."
"The Neon Museum also credits her with designing the signs for Moulin Rouge Hotel and Blue Angel Motel .","The Neo-Museum also credits her with designing the signs for the Rouge Hotel and the Blue Angel Motel.","RD","Predicted Relationship: entailment with 93.48% confidence."
"The Neon Museum also credits her with designing the signs for Moulin Rouge Hotel and Blue Angel Motel .","The Neo-Museum also credits her with the sign system for the Moulin Rouge Hotel and the Blue Angel Motel.","hypernym","Predicted Relationship: entailment with 69.53% confidence."
"The Neon Museum also credits her with designing the signs for Moulin Rouge Hotel and Blue Angel Motel .","The Neo-Museum also credits her with not designing the signs for the Moulin Rouge Hotel and the Blue Angel Motel.","polarity_negation","Predicted Relationship: contradiction with 95.87% confidence."
"The Neon Museum also credits her with designing the signs for Moulin Rouge Hotel and Blue Angel Motel .","She was also given credit by the Neon Museum for designing the signs for Moulin Hotel Angel and Blue Motel Rouge.","RS","Predicted Relationship: contradiction with 93.55% confidence."
"The Neon Museum also credits her with designing the signs for Moulin Rouge Hotel and Blue Angel Motel .","The Neomuseum also paid her to design the signs for the Moulin Rouge Hotel and the Blue Angel Motel.","antonym","Predicted Relationship: neutral with 97.39% confidence."
"Willis visited the Neon Museum in 2013 to celebrate her 90th birthday.","In 2013 to celebrate his 90th birthday he visited the Neo Museum.","RD","Predicted Relationship: contradiction with 97.32% confidence."
"Willis visited the Neon Museum in 2013 to celebrate her 90th birthday.","Willis visited the Neon Museum in 2013 to celebrate his 90th birthday.","hypernym","Predicted Relationship: contradiction with 96.46% confidence."
